ts,device_id,topic,m_key,m_value
"""2025-10-14T11:16:46.000Z""",cncmqtt,cncmqtt/hump,hump,29
"""2025-10-14T11:16:46.000Z""",cnc,cnc/lathe/x,lathe,-8.56
"""2025-10-14T11:16:46.000Z""",cnc,cnc/lathe/z,lathe,-2.19
"""2025-10-14T11:16:46.000Z""",cnc,cnc/lathe/programpercent,lathe,36
"""2025-10-14T11:16:46.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:16:46.000Z""",demodata,demodata/hump,hump,24
"""2025-10-14T11:16:46.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:46.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:47.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:16:47.000Z""",demodata,demodata/hump,hump,11
"""2025-10-14T11:16:47.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:47.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:48.000Z""",cncmqtt,cncmqtt/temp,temp,26
"""2025-10-14T11:16:48.000Z""",cncmqtt,cncmqtt/hump,hump,12
"""2025-10-14T11:16:48.000Z""",cnc,cnc/lathe/x,lathe,58.25
"""2025-10-14T11:16:48.000Z""",cnc,cnc/lathe/z,lathe,-6.63
"""2025-10-14T11:16:48.000Z""",cnc,cnc/lathe/programpercent,lathe,38
"""2025-10-14T11:16:48.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:16:48.000Z""",demodata,demodata/hump,hump,28
"""2025-10-14T11:16:48.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:48.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:49.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:16:49.000Z""",demodata,demodata/hump,hump,18
"""2025-10-14T11:16:49.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:49.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:50.000Z""",cncmqtt,cncmqtt/temp,temp,27
"""2025-10-14T11:16:50.000Z""",cncmqtt,cncmqtt/hump,hump,21
"""2025-10-14T11:16:50.000Z""",cnc,cnc/lathe/x,lathe,17.04
"""2025-10-14T11:16:50.000Z""",cnc,cnc/lathe/programpercent,lathe,40
"""2025-10-14T11:16:50.000Z""",cnc,cnc/lathe/z,lathe,-7.58
"""2025-10-14T11:16:50.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:16:50.000Z""",demodata,demodata/hump,hump,28
"""2025-10-14T11:16:50.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:50.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:51.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:16:51.000Z""",demodata,demodata/hump,hump,16
"""2025-10-14T11:16:51.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:51.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:52.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:16:52.000Z""",cncmqtt,cncmqtt/hump,hump,12
"""2025-10-14T11:16:52.000Z""",cnc,cnc/lathe/x,lathe,10.98
"""2025-10-14T11:16:52.000Z""",cnc,cnc/lathe/z,lathe,-1.42
"""2025-10-14T11:16:52.000Z""",cnc,cnc/lathe/programpercent,lathe,42
"""2025-10-14T11:16:52.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:16:52.000Z""",demodata,demodata/hump,hump,29
"""2025-10-14T11:16:52.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:52.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:53.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:16:53.000Z""",demodata,demodata/hump,hump,16
"""2025-10-14T11:16:53.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:53.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:54.000Z""",cncmqtt,cncmqtt/temp,temp,27
"""2025-10-14T11:16:54.000Z""",cncmqtt,cncmqtt/hump,hump,26
"""2025-10-14T11:16:54.000Z""",cnc,cnc/lathe/x,lathe,54.57
"""2025-10-14T11:16:54.000Z""",cnc,cnc/lathe/z,lathe,7.08
"""2025-10-14T11:16:54.000Z""",cnc,cnc/lathe/programpercent,lathe,44
"""2025-10-14T11:16:54.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:16:54.000Z""",demodata,demodata/hump,hump,16
"""2025-10-14T11:16:54.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:54.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:55.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:16:55.000Z""",demodata,demodata/hump,hump,23
"""2025-10-14T11:16:55.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:55.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:56.000Z""",cncmqtt,cncmqtt/temp,temp,27
"""2025-10-14T11:16:56.000Z""",cncmqtt,cncmqtt/hump,hump,13
"""2025-10-14T11:16:56.000Z""",cnc,cnc/lathe/x,lathe,0.45
"""2025-10-14T11:16:56.000Z""",cnc,cnc/lathe/z,lathe,4.25
"""2025-10-14T11:16:56.000Z""",cnc,cnc/lathe/programpercent,lathe,47
"""2025-10-14T11:16:56.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:16:56.000Z""",demodata,demodata/hump,hump,28
"""2025-10-14T11:16:56.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:56.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:57.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:16:57.000Z""",demodata,demodata/hump,hump,28
"""2025-10-14T11:16:57.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:57.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:58.000Z""",cncmqtt,cncmqtt/temp,temp,26
"""2025-10-14T11:16:58.000Z""",cncmqtt,cncmqtt/hump,hump,27
"""2025-10-14T11:16:58.000Z""",cnc,cnc/lathe/x,lathe,43.87
"""2025-10-14T11:16:58.000Z""",cnc,cnc/lathe/programpercent,lathe,49
"""2025-10-14T11:16:58.000Z""",cnc,cnc/lathe/z,lathe,0.63
"""2025-10-14T11:16:58.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:16:58.000Z""",demodata,demodata/hump,hump,20
"""2025-10-14T11:16:58.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:58.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:16:59.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:16:59.000Z""",demodata,demodata/hump,hump,17
"""2025-10-14T11:16:59.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:16:59.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:00.000Z""",cncmqtt,cncmqtt/temp,temp,30
"""2025-10-14T11:17:00.000Z""",cncmqtt,cncmqtt/hump,hump,10
"""2025-10-14T11:17:00.000Z""",cnc,cnc/lathe/x,lathe,91.82
"""2025-10-14T11:17:00.000Z""",cnc,cnc/lathe/z,lathe,2.97
"""2025-10-14T11:17:00.000Z""",cnc,cnc/lathe/programpercent,lathe,51
"""2025-10-14T11:17:00.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:00.000Z""",demodata,demodata/hump,hump,30
"""2025-10-14T11:17:00.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:00.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:01.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:17:01.000Z""",demodata,demodata/hump,hump,21
"""2025-10-14T11:17:01.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:01.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:02.000Z""",cncmqtt,cncmqtt/temp,temp,30
"""2025-10-14T11:17:02.000Z""",cncmqtt,cncmqtt/hump,hump,24
"""2025-10-14T11:17:02.000Z""",cnc,cnc/lathe/programpercent,lathe,54
"""2025-10-14T11:17:02.000Z""",cnc,cnc/lathe/z,lathe,3.81
"""2025-10-14T11:17:02.000Z""",cnc,cnc/lathe/x,lathe,82.02
"""2025-10-14T11:17:02.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:02.000Z""",demodata,demodata/hump,hump,14
"""2025-10-14T11:17:02.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:02.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:03.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:03.000Z""",demodata,demodata/hump,hump,11
"""2025-10-14T11:17:03.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:03.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:04.000Z""",cncmqtt,cncmqtt/temp,temp,28
"""2025-10-14T11:17:04.000Z""",cncmqtt,cncmqtt/hump,hump,17
"""2025-10-14T11:17:04.000Z""",cnc,cnc/lathe/x,lathe,34.32
"""2025-10-14T11:17:04.000Z""",cnc,cnc/lathe/z,lathe,-9.8
"""2025-10-14T11:17:04.000Z""",cnc,cnc/lathe/programpercent,lathe,57
"""2025-10-14T11:17:04.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:17:04.000Z""",demodata,demodata/hump,hump,28
"""2025-10-14T11:17:04.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:04.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:05.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:17:05.000Z""",demodata,demodata/hump,hump,29
"""2025-10-14T11:17:05.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:05.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:06.000Z""",cncmqtt,cncmqtt/temp,temp,28
"""2025-10-14T11:17:06.000Z""",cncmqtt,cncmqtt/hump,hump,10
"""2025-10-14T11:17:06.000Z""",cnc,cnc/lathe/x,lathe,-3.14
"""2025-10-14T11:17:06.000Z""",cnc,cnc/lathe/programpercent,lathe,60
"""2025-10-14T11:17:06.000Z""",cnc,cnc/lathe/z,lathe,-9.51
"""2025-10-14T11:17:06.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:06.000Z""",demodata,demodata/hump,hump,17
"""2025-10-14T11:17:06.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:06.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:07.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:17:07.000Z""",demodata,demodata/hump,hump,15
"""2025-10-14T11:17:07.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:07.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:08.000Z""",cncmqtt,cncmqtt/temp,temp,30
"""2025-10-14T11:17:08.000Z""",cncmqtt,cncmqtt/hump,hump,14
"""2025-10-14T11:17:08.000Z""",cnc,cnc/lathe/z,lathe,6.64
"""2025-10-14T11:17:08.000Z""",cnc,cnc/lathe/programpercent,lathe,63
"""2025-10-14T11:17:08.000Z""",cnc,cnc/lathe/x,lathe,12.49
"""2025-10-14T11:17:08.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:17:08.000Z""",demodata,demodata/hump,hump,16
"""2025-10-14T11:17:08.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:08.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:09.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:17:09.000Z""",demodata,demodata/hump,hump,19
"""2025-10-14T11:17:09.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:09.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:10.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:17:10.000Z""",cncmqtt,cncmqtt/hump,hump,22
"""2025-10-14T11:17:10.000Z""",cnc,cnc/lathe/x,lathe,97.55
"""2025-10-14T11:17:10.000Z""",cnc,cnc/lathe/programpercent,lathe,65
"""2025-10-14T11:17:10.000Z""",cnc,cnc/lathe/z,lathe,6.74
"""2025-10-14T11:17:10.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:17:10.000Z""",demodata,demodata/hump,hump,25
"""2025-10-14T11:17:10.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:10.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:11.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:17:11.000Z""",demodata,demodata/hump,hump,19
"""2025-10-14T11:17:11.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:11.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:12.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:17:12.000Z""",cncmqtt,cncmqtt/hump,hump,14
"""2025-10-14T11:17:12.000Z""",cnc,cnc/lathe/x,lathe,21.8
"""2025-10-14T11:17:12.000Z""",cnc,cnc/lathe/z,lathe,-8.97
"""2025-10-14T11:17:12.000Z""",cnc,cnc/lathe/programpercent,lathe,67
"""2025-10-14T11:17:12.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:17:12.000Z""",demodata,demodata/hump,hump,25
"""2025-10-14T11:17:12.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:13.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:13.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:17:13.000Z""",demodata,demodata/hump,hump,26
"""2025-10-14T11:17:13.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:13.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:14.000Z""",cncmqtt,cncmqtt/temp,temp,30
"""2025-10-14T11:17:14.000Z""",cncmqtt,cncmqtt/hump,hump,11
"""2025-10-14T11:17:14.000Z""",cnc,cnc/lathe/x,lathe,87.05
"""2025-10-14T11:17:14.000Z""",cnc,cnc/lathe/programpercent,lathe,70
"""2025-10-14T11:17:14.000Z""",cnc,cnc/lathe/z,lathe,8.99
"""2025-10-14T11:17:14.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:17:14.000Z""",demodata,demodata/hump,hump,12
"""2025-10-14T11:17:14.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:15.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:15.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:17:15.000Z""",demodata,demodata/hump,hump,21
"""2025-10-14T11:17:15.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:16.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:16.000Z""",cncmqtt,cncmqtt/temp,temp,27
"""2025-10-14T11:17:16.000Z""",cncmqtt,cncmqtt/hump,hump,21
"""2025-10-14T11:17:16.000Z""",cnc,cnc/lathe/x,lathe,-12.37
"""2025-10-14T11:17:16.000Z""",cnc,cnc/lathe/z,lathe,-5.92
"""2025-10-14T11:17:16.000Z""",cnc,cnc/lathe/programpercent,lathe,72
"""2025-10-14T11:17:16.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:17:16.000Z""",demodata,demodata/hump,hump,28
"""2025-10-14T11:17:17.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:17.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:17.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:17:17.000Z""",demodata,demodata/hump,hump,17
"""2025-10-14T11:17:18.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:18.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:18.000Z""",cncmqtt,cncmqtt/temp,temp,25
"""2025-10-14T11:17:18.000Z""",cncmqtt,cncmqtt/hump,hump,22
"""2025-10-14T11:17:18.000Z""",cnc,cnc/lathe/x,lathe,59.88
"""2025-10-14T11:17:18.000Z""",cnc,cnc/lathe/z,lathe,7.68
"""2025-10-14T11:17:18.000Z""",cnc,cnc/lathe/programpercent,lathe,75
"""2025-10-14T11:17:18.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:17:18.000Z""",demodata,demodata/hump,hump,17
"""2025-10-14T11:17:19.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:19.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:19.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:17:19.000Z""",demodata,demodata/hump,hump,29
"""2025-10-14T11:17:20.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:20.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:20.000Z""",cncmqtt,cncmqtt/temp,temp,25
"""2025-10-14T11:17:20.000Z""",cncmqtt,cncmqtt/hump,hump,29
"""2025-10-14T11:17:20.000Z""",cnc,cnc/lathe/programpercent,lathe,77
"""2025-10-14T11:17:20.000Z""",cnc,cnc/lathe/x,lathe,35.29
"""2025-10-14T11:17:20.000Z""",cnc,cnc/lathe/z,lathe,8.8
"""2025-10-14T11:17:20.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:17:20.000Z""",demodata,demodata/hump,hump,21
"""2025-10-14T11:17:21.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:21.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:21.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:17:21.000Z""",demodata,demodata/hump,hump,14
"""2025-10-14T11:17:22.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:22.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:22.000Z""",cncmqtt,cncmqtt/temp,temp,28
"""2025-10-14T11:17:22.000Z""",cncmqtt,cncmqtt/hump,hump,19
"""2025-10-14T11:17:22.000Z""",cnc,cnc/lathe/x,lathe,86.68
"""2025-10-14T11:17:22.000Z""",cnc,cnc/lathe/z,lathe,-0.84
"""2025-10-14T11:17:22.000Z""",cnc,cnc/lathe/programpercent,lathe,79
"""2025-10-14T11:17:22.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:22.000Z""",demodata,demodata/hump,hump,25
"""2025-10-14T11:17:23.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:23.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:23.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:17:23.000Z""",demodata,demodata/hump,hump,18
"""2025-10-14T11:17:24.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:24.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:24.000Z""",cncmqtt,cncmqtt/temp,temp,26
"""2025-10-14T11:17:24.000Z""",cncmqtt,cncmqtt/hump,hump,12
"""2025-10-14T11:17:24.000Z""",cnc,cnc/lathe/z,lathe,9.73
"""2025-10-14T11:17:24.000Z""",cnc,cnc/lathe/x,lathe,45.43
"""2025-10-14T11:17:24.000Z""",cnc,cnc/lathe/programpercent,lathe,82
"""2025-10-14T11:17:24.000Z""",demodata,demodata/temp,temp,28
"""2025-10-14T11:17:24.000Z""",demodata,demodata/hump,hump,20
"""2025-10-14T11:17:25.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:25.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:25.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:25.000Z""",demodata,demodata/hump,hump,29
"""2025-10-14T11:17:26.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:26.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:26.000Z""",cncmqtt,cncmqtt/temp,temp,26
"""2025-10-14T11:17:26.000Z""",cncmqtt,cncmqtt/hump,hump,20
"""2025-10-14T11:17:26.000Z""",cnc,cnc/lathe/programpercent,lathe,84
"""2025-10-14T11:17:26.000Z""",cnc,cnc/lathe/x,lathe,58.72
"""2025-10-14T11:17:26.000Z""",cnc,cnc/lathe/z,lathe,-3.28
"""2025-10-14T11:17:26.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:17:26.000Z""",demodata,demodata/hump,hump,15
"""2025-10-14T11:17:27.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:27.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:27.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:27.000Z""",demodata,demodata/hump,hump,14
"""2025-10-14T11:17:28.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:28.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:28.000Z""",cncmqtt,cncmqtt/temp,temp,26
"""2025-10-14T11:17:28.000Z""",cncmqtt,cncmqtt/hump,hump,10
"""2025-10-14T11:17:28.000Z""",cnc,cnc/lathe/x,lathe,-13.05
"""2025-10-14T11:17:28.000Z""",cnc,cnc/lathe/z,lathe,-6.4
"""2025-10-14T11:17:28.000Z""",cnc,cnc/lathe/programpercent,lathe,87
"""2025-10-14T11:17:28.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:17:28.000Z""",demodata,demodata/hump,hump,14
"""2025-10-14T11:17:29.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:29.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:29.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:29.000Z""",demodata,demodata/hump,hump,28
"""2025-10-14T11:17:30.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:30.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:30.000Z""",cncmqtt,cncmqtt/temp,temp,25
"""2025-10-14T11:17:30.000Z""",cncmqtt,cncmqtt/hump,hump,20
"""2025-10-14T11:17:30.000Z""",cnc,cnc/lathe/x,lathe,71.56
"""2025-10-14T11:17:30.000Z""",cnc,cnc/lathe/z,lathe,-3.72
"""2025-10-14T11:17:30.000Z""",cnc,cnc/lathe/programpercent,lathe,90
"""2025-10-14T11:17:30.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:17:30.000Z""",demodata,demodata/hump,hump,19
"""2025-10-14T11:17:31.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:31.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:31.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:31.000Z""",demodata,demodata/hump,hump,29
"""2025-10-14T11:17:32.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:32.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:32.000Z""",cncmqtt,cncmqtt/temp,temp,28
"""2025-10-14T11:17:32.000Z""",cncmqtt,cncmqtt/hump,hump,21
"""2025-10-14T11:17:32.000Z""",cnc,cnc/lathe/x,lathe,98.84
"""2025-10-14T11:17:32.000Z""",cnc,cnc/lathe/z,lathe,-0.79
"""2025-10-14T11:17:32.000Z""",cnc,cnc/lathe/programpercent,lathe,92
"""2025-10-14T11:17:32.000Z""",demodata,demodata/temp,temp,27
"""2025-10-14T11:17:32.000Z""",demodata,demodata/hump,hump,16
"""2025-10-14T11:17:33.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:33.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:33.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:17:33.000Z""",demodata,demodata/hump,hump,25
"""2025-10-14T11:17:34.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:34.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:34.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:17:34.000Z""",cncmqtt,cncmqtt/hump,hump,13
"""2025-10-14T11:17:34.000Z""",cnc,cnc/lathe/x,lathe,-3.41
"""2025-10-14T11:17:34.000Z""",cnc,cnc/lathe/z,lathe,-9.01
"""2025-10-14T11:17:34.000Z""",demodata,demodata/hump,hump,13
"""2025-10-14T11:17:34.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:34.000Z""",cnc,cnc/lathe/programpercent,lathe,94
"""2025-10-14T11:17:35.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:35.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:35.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:35.000Z""",demodata,demodata/hump,hump,23
"""2025-10-14T11:17:36.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:36.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:36.000Z""",cncmqtt,cncmqtt/temp,temp,27
"""2025-10-14T11:17:36.000Z""",cncmqtt,cncmqtt/hump,hump,19
"""2025-10-14T11:17:36.000Z""",cnc,cnc/lathe/z,lathe,-1.12
"""2025-10-14T11:17:36.000Z""",cnc,cnc/lathe/programpercent,lathe,97
"""2025-10-14T11:17:36.000Z""",cnc,cnc/lathe/x,lathe,55.44
"""2025-10-14T11:17:36.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:36.000Z""",demodata,demodata/hump,hump,14
"""2025-10-14T11:17:37.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:37.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:37.000Z""",demodata,demodata/temp,temp,26
"""2025-10-14T11:17:37.000Z""",demodata,demodata/hump,hump,20
"""2025-10-14T11:17:38.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:38.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:38.000Z""",cncmqtt,cncmqtt/temp,temp,25
"""2025-10-14T11:17:38.000Z""",cncmqtt,cncmqtt/hump,hump,29
"""2025-10-14T11:17:38.000Z""",cnc,cnc/lathe/z,lathe,-3.09
"""2025-10-14T11:17:38.000Z""",cnc,cnc/lathe/x,lathe,-9.6
"""2025-10-14T11:17:38.000Z""",cnc,cnc/lathe/programpercent,lathe,0
"""2025-10-14T11:17:38.000Z""",demodata,demodata/temp,temp,25
"""2025-10-14T11:17:38.000Z""",demodata,demodata/hump,hump,29
"""2025-10-14T11:17:39.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:39.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:39.000Z""",demodata,demodata/temp,temp,29
"""2025-10-14T11:17:39.000Z""",demodata,demodata/hump,hump,18
"""2025-10-14T11:17:40.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:40.000Z""",cncmqtt,cncmqtt/temp,temp,29
"""2025-10-14T11:17:40.000Z""",cncmqtt,cncmqtt/hump,hump,10
"""2025-10-14T11:17:40.000Z""",cnc,cnc/lathe/x,lathe,53.53
"""2025-10-14T11:17:40.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:40.000Z""",cnc,cnc/lathe/z,lathe,-1.48
"""2025-10-14T11:17:40.000Z""",cnc,cnc/lathe/programpercent,lathe,2
"""2025-10-14T11:17:40.000Z""",demodata,demodata/temp,temp,30
"""2025-10-14T11:17:40.000Z""",demodata,demodata/hump,hump,27
"""2025-10-14T11:17:41.000Z""",sensor,sensor/t5,t5,20.6
"""2025-10-14T11:17:41.000Z""",sensor,sensor/h5,h5,42
"""2025-10-14T11:17:41.000Z""",demodata,demodata/temp,temp,26
